Speaker,Dialogue
Participant,"mm hmm. Yeah I think the last time I remember being super stressed was when I was at St Jude Medical. I was working as a manufacturing engineer and I don't know, I just had so much to do, and I felt overwhelmed. I just went into my friend’s office and I sat under her desk and I was like: “I'm just gonna hide here for a little bit like.... tell people not to bother me”."
Interviewer,"Yes, was your friend cool with that?"
Participant,"Yeah,she totally understood. She was like: “Yeah I get it, I have those moments too”. So yeah."
Interviewer,What made it better? You just eventually calmed down or?
Participant,"Yeah, I think so. I think just kind of like removing myself for a little bit and trying to... yeah I don't know like... trying to calm myself down, I guess. But really just not paying attention to it for a little bit."
Interviewer,"Yeah, no that makes sense. Do you feel like other people are also equally stressed, or do you feel like this is particular to you or your position?"
Participant,"Yeah I think it varies. I think other people I've worked with have also been stressed, but I've also worked with people who are just like super chill. They're just like: “hey, like this thing went totally wrong but there's not much I can do about it, so it is what it is”. And I hear that a lot, “it is what it is”. That helps me calm down a lot, I also at some point I started taking like anti anxiety medication, and that helped a lot too. I think that with the combination of like having more years of experience, where I have a better sense of what really matters and what doesn't. It's like all those like smaller things that I was stressed about earlier in my career, now I know like “oh it doesn't really matter that much”. So, I think you know, like, in the past few years I've calmed down a lot."
Interviewer,Do you notice sometimes that like maybe some of your colleagues who are  younger than you are more stressed out about smaller things?
Participant,"Yeah for sure, and I told them like: “hey you know, like do what you can but honestly, it doesn't matter that much.”"
Interviewer,"In terms of like stress or outbursts or maybe just the really calm people, do you notice any like patterns in terms of you know, it's mostly men who are like this, or it's mostly the older people who are like this, or you know, anything like that."
Participant,"I guess I'm a little biased, because my industry tends to be more male dominated, but as far as like the people getting emotional at work, it tends to be people in positions of higher power, and they also tend to be male. Yeah, but I also just don't work with a whole lot of females so it's a little hard."
Interviewer,Fair yeah and then... Is there anything else about your workplace that we haven't discussed that you would maybe want to talk about?
Participant,"Yes, I don't… I don't think so. Nothing I can think of."
Interviewer,"No that's totally fair. In terms of your different jobs is there one that you would say was your favorite? And at your current position, or maybe your last position, would you rate your job satisfaction on a scale from one to 10 with 10 being the best and one of the worst... How would you rate it?"
Participant,"Yeah um, so I would actually say my my previous job, which was at the small startup for that did the diabetes stuff. That was probably my favorite."
Interviewer,Was that also like a 30 person firm?
Participant,"It was like 50 people so a little bit bigger um but not a whole lot bigger. But I would say, like job satisfaction there... Like in 8 of 10. Um... Did you want me to elaborate?"
Interviewer,"Sure, yeah."
Participant,"Yeah I think the thing that stops it from being higher is that the product we were working on wasn't really making much progress and I felt like we were going around in circles. And I didn't really agree with... like management, they were really like... they were overly optimistic about it. Like, especially when they're trying to convince me not to leave and stuff, and I was just like “hey I've been here for like two and a half years, and we really haven't made much progress so”. Anyway, but otherwise, I really liked the people that I worked with there."
Participant,"I liked the work that I was doing. I thought you know, because it was in the early stages of development, it was just a lot more... you know a lot less red tape and there was a lot that I could do without like bureaucracy. And you know it's just easier for me to get things done.  And things moved, you know pretty quickly. So, I think those things are what makes it an eight, which I think is you know pretty good."
Interviewer,"Yeah, that makes it really good. What about your current job, do you feel... Again, I mean  I know it's been only a few weeks, but do you feel good about it?"
Participant,"Yeah so, Ilike my boss. I like the work that I'm doing so far. I think the only thing that I'm a little hesitant about is that it doesn't seem as collaborative as my last workplace. So I've been you know, mostly doing solo work so far and haven't really made any friends yet, which makes me a little sad, but you know it's only been three weeks so it's still a little early. There's probably you know, like fewer people who are my age. So, it just feels a little lonely."
Interviewer,"So yeah, so in that circumstance, do you feel like maybe... Did that make you feel more reserved or like you need to act a certain way while you're at work or not really, same as always?"
Participant,"Um… I don't think so. I would say it's still the same, like the way I act at work is still the same."
Interviewer,"Cool. Well, that is basically all the questions that I have. I jumped around a little bit, so I hope that I hit them all, but I think I mostly did. So yeah, I'm going to end the recording real quick."
