Speaker,Dialogue
Participant,"So it's interesting because like as a research center dedicated to health equity research, I think the atmosphere is pretty liberal, to start with. And we have these like equity capacity building coordination meetings that happen I think every month and they're about a selected topic for health equity, usually around veterans so like disaggregating and presenting like race and ethnic data, since the older veteran population is pretty white, but like the younger and more recent veterans are a lot more diverse like in sexual orientation and race, and there's a lot more females becoming veterans and serving. But then it's like well if you're doing research with the older population, all the other like ethnic minorities always just get rolled into other besides maybe African American, and is that okay, and is that ethical and how do we best like our represent things like that. And it's interesting to see like an honest attempt to driving an equitable research dissemination. And it makes me feel comfortable because I'm like ‘Oh, that would be me. Like, if I were a veteran, I would be in that other group.’ And then just see people really having honest discourse about being like ‘I've always had this question and I don't know what the answer is,’ and it's so nice to just be able to talk about it. I’ve spoken to people in the past who have worked there longer than me—like I just had my two year mark a few months ago—and they would say that they have gotten microaggressions before, as an African American doctorate student, I think. Um but I never got like from who, like how high, where in the organizational structure it happened, like from the top or a coworker, even level, or their PI. But I feel like I haven't particularly had anything microaggressive happen to me and I can't tell if it just because, like, there was turnover already. Because the coordinators tend to turn over like relatively quickly, just because there's not really as much of like a ladder to climb there, unless you get like more education. But overall, I feel pretty supported like—I can't tell if it's because I don't ask much of my work environment and because my work environment is like kind of more home based, but I feel pretty good there."
Interviewer,"yeah sure um. Can you tell me more about the demographics of the people that you work with, like what the composition of your team and the people that you're seeing most the time?"
Participant,"yeah so. My male PI, he's black. I think he's the only black PI researcher in our research center. And then I'm his main research admin and I’m Asian American. His main analyst is Asian American and his mentor team that consists of maybe like six or seven people are all white presenting. And I think one is white presenting, but like Middle Eastern, just based on the name. And then for my female PI she is white, my supervisor between her and me is white. The other research assistant that's on my level is White, and then the other research assistant that's on my level is um I think she's mixed, white/African American."
Interviewer,"You said that you haven't really experienced any micro aggression with your job, uh do you ever feel like your race matters in any way about like how you're viewed at work?"
Participant,"I think not that I can discern. There was a topic when, it must have been like a year ago at this point, but when the popular media started picking up about how Asian American violence had ticked up a lot. That was the topic for like the equity capacity building coordination for that month or the next month, and they asked me for insight or anything that if I wanted to like add into the conversation beforehand, which was pretty nice. And it made sense to me at the time, and we had a couple other female analysts and they gave their input, maybe it's just because they were more senior, they just happened to have more consideration but I didn't really hold it as anything that was like a power differential or, like any slight towards me by it by any means."
Interviewer,"Sure, has that affected you at all, the news uptick in news about Asian American violence?"
Participant,"um so I'm drinking tea and I can't tell if it's like messing with my throat, but when I said it, and then I like remembered all those emotions like back then, I kind of got a little throat chokey."
Interviewer,"Oh wow, yeah."
Participant,"At the time I didn't think I was that worried about it because I feel safe. So I live in Pittsburgh now, I feel pretty safe here and my partner, if I'm ever out with my partner, like I feel very comfortable because, if anyone did mess with us, he's a very like big guy and so I'm like ‘No one's going to mess with you, which means no one’s going to mess with me, it's fine.’ But I did worry about like my sister and my mom because I think a lot of the violence was like female focused. So that always got me really worried. But nothing has happened to them. But I think the consideration of just having it at the forefront is emotionally taxing every day."
Interviewer,"Sure, yeah. Have you talked to anybody at work, about that, has that ever come up?"
Participant,"I think during that meeting that they asked for input, they hold space for it. It's complicated because for political issues for things like the Dobbs decision for abortion where they overturn roe V Wade, we made a chat on like our teams and was like, ‘Hey, you know if anyone just wants to really quickly, like we can hold space to help people kind of process what's happening, and let us know what resources there are out there and we want to see how you're doing.’ We finished it and then in the next heartbeat afterwards we were like ‘Oh, we shouldn't have done that, on the VA side, we should have moved into the university side,’ because everything in the VA is like subject to discovery. Like if someone wanted to ask us all for all our chat transcripts, they probably could like within reason and so just political things you know is just now in like the public record officially. So I think it makes some people weary about what they say at all in writing and I get emails and things like that. I don't know if that answered your question because I now forgot what it was."
Interviewer,"That’s okay um well speaking of you know people being affected by not really knowing if they can share everything, especially an email or writing. To what extent would you say that you feel like you can be yourself at work, and to what extent do you find that you have to act, a certain way?"
Participant,"So it's um—when I think about other research coordinators, they're usually around my age. I could think of one that is a lesbian and I think she identifies as a female. I could think of another who uses he/they pronouns and is a trans man. And I identify as a gay male, like Asian American male. And so it's nice to have that representation up front. We also used to have a researcher, I think that used to do a lot of like queer/gay/lesbian research for veterans, and so it was nice to kind of have that as like a quality indicator for me. To be like you know I can just be my whole self, it'll be fine. I have some like imposter syndrome things in general that kind of hamper how I interact with people, especially when there's a power differential. But I guess I consciously try to work through that like on the day to day. But it feels like a safe place where I can like process things as I go. And where I like, when I sit down and think about it, no one has like a double agenda when they're asking me things, or when they need something for me. They are just genuinely asking like what's up, I'm not trying to catch you do anything wrong, I just want to like catch up in general."
Interviewer,"When you say you have imposter syndrome, especially when there is a power differential that you're working through, what did that look like exactly?"
Participant,"So my cubicle is right next to like our center director's office, like 20 meters, maybe. And if he walks out of his office and looks like to the right, you would just kind of be looking right into my cubicle and almost looking directly at me. So he'll stop by to like say hi and everything, and I get so nervous because I just don't know what I'm supposed to say or how I'm supposed to say anything to him. And it just makes me double guess everything that I'm going to say to him, like ‘Oh, if I say something too casual, then he may be like ‘Oh [Participant 28] is too casual like he must not have the professional like chops down or standards to be able to work here properly, but that's fine whatever will just accept him as he is.’ But like, no one has indicated that that is how anyone would consider me, and I clearly got the job, so I am qualified to work here. But a lot of things that I do, I second guess, and then it has at times hampered how well the workflow goes. Like if I ask someone to go ‘Hey can you double check this?’ And they were like ‘Yeah it was fine, I don't know why you waited so long to ask me.’ Then like a whole week would have gone by where we could have gotten something submitted earlier like for a manuscript or something. And It gets kind of trippy but I like try to talk it over with my supervisors afterwards, to be like ‘Hey I'm sorry that happened, I think I was just confused about whether like this was good enough or if you wanted to double check because like your names on it, too, and I put my edits but like they're not on the same level as yours because you're a doctor.’ And so it just got kind of, they're like ‘No, no, no it's fine, it's cool just like communicate with me regularly you don't need to like grade yourself like that.’ So, yeah."
Interviewer,"Sure yeah that makes sense. Do you ever vent to or complain to colleagues, or do you ever listen to them vent to you?"
Participant,"If I do it's usually with people on the same level as me like in the organizational chart like, especially if they're under my female PI, we have had turnover under her where they're like ‘Oh I got lucky, because I have a supervisor between me and the PI, most people just work like directly with her.’ And I've constantly heard like ‘Oh you're really lucky, and you have [name]’ who is my supervisor/intermediary because sometimes the PI will ask for things but either like doesn't completely phrase what she needs or what she wants, and so you're kind of like I kind of get you want like 80% of the way and the other 20%, I don't know if that's just like the onus is on me to figure it out, or if I'm supposed have 100% of the information, or if it's just like this is just how things go and the other 20% is just supposed to be kind of like subjective and show that you have drive. And then things will up for review and be like ‘Oh what do you think of this?’ And then maybe it's just the way he speaks like she’s like ‘Oh um you know I thought last time we spoke, we said it would be like this.’ Which maybe she might think softens the impact of what otherwise she would have said. Like the message to me is: ‘Oh, that's wrong, here's how we can make it better.’ But when I hear that, I think of, ‘Oh, you must have misinterpreted or not listened to when I was telling you what I wanted and so let's reorient towards what I had told you to do.’ And that's just my interpretation. I don't know if that's how a lot of people took it, but the last couple of people who left were like ‘Yeah that's how I took it.’ Things get close to her expectations but they're never good enough, which is difficult to work with, but she manages so many projects that she only ever sees like the top level of everything, she doesn't always get the context of why things are why they are where they are."
Interviewer,"Sure yeah. In the study I'm interested in how people feel and express their emotions in the workplace. So it's helpful to know what kind of person, you are emotionally; do you consider yourself an emotional person and are you the kind of person who, you know, shares openly about what they're feeling, or do you tend to keep it private?"
Participant,"um, I am very emotional like and emotionally communicative. I have been trying to be more careful about who I share it with because I always thought it was a strength to be vulnerable and to be open with people, which is fair to a degree, but that also assumes that everybody around you has like your best intentions, at heart, and that they're not going to misuse any information that you would ever give them. Which I realize is like idealistic to assume that and so I'm trying to kind of dial back who I share with and how much. But I'll always share with my partner, first and foremost, part of it is because he's my partner and the other part is like well he's removed from the work situation, so he's not always going to remember who I'm talking about, but like his opinion on who sucks and who doesn't suck doesn't really matter because he's never going to meet them. But I would say I grew up like very emotionally in touch like me and my sister and my mom, and then my brothers and my dad are not as communicative about it."
Interviewer,"Gotcha. Do you feel free to share your emotions that work, or is that kind of a different place and not so much?"
Participant,"I do. I think people have made honest attempts to hold open spaces, like in our teams to be able to say, like because the abortion thing was one, and then the Asian American violence was one. There was a personal issue I was going through back in May where I was feeling really anxious for like a few weeks, and it was disrupting working and it was disrupting personal life for a while. And when I talked to my supervisor I'm like ‘I'm good, I’m having like social anxiety and it's disrupting my work and I can't focus, and I keep painting my apartment and like it it's just a lot of psychological things going on.’ And she was like ‘Okay well don't forget that you have personal days you can take and, ideally, we would know like in an much advance as you can give us, but if you need to take a day off, if you take more than a day off, then we'll manage, you know, we'll figure it out and then when you come back, we'll just catch you up and then everything will be good.’ And I was really hesitant about telling my supervisor that at first, but after I got that response I'm like okay, so I did it out of necessity because I was like crashing and if I didn't get things done that week, it would just look bad if she didn't know. So I just told her because she would have full context to at least know like ‘Okay, so he’s just slow this week because of like real life stuff going on.’ And then with my male PI, we've been connecting on more personal things in that like I'm moving to LA because my partner and moved to Pittsburgh for me, and so now that we're both finishing up school, the plan has always been to go to LA. Ironically, his partner is also from LA and she hates it in Pittsburgh—my partner also hates it in Pittsburgh—because the atmosphere isn't really what they wanted and the diversity is not really there. And so he's like ‘[Participant 28] I'm moving to LA.’ And I'm like ‘Are you just telling this to me because you know I'm moving too?’ And he's like ‘That's kind of part of it, but I would like want you to keep working with me.’ And so, that was a huge like emotional boost, I think, because I always question if I'm like doing enough for him. Even though I get like what he wants done, mostly on time, and if that's really all you want to ask for me for work, then like yeah I check all those boxes, but. It was like fulfilling to hear that you want to continue working with me and stuff but, so I guess I have personal relationships with my direct contacts, like with my supervisor on the female PI side and then like with my male PI directly."
Interviewer,"yeah it sounds like good relationships, pretty supportive. Can you think of any times, in particular when you felt strong emotions at work?"
Participant,"Um in the past, like um just in this position or like in general?"
Interviewer,Um either one.
Participant,"Okay, so I would say I'm a lot more emotionally stable now. I've never been clinically diagnosed with anything but I think I just had a lot of mental/emotional things going on that would just like not really get dealt with until like a crisis was happening. So there was that anxiety thing I mentioned in May that happened like in this research coordinator position. That was all only happening like from home and like I wasn't really going back once a week back into the office, and so I would say that would probably cover for that one. In the job when I was in the lab, which was probably like 2015/2016, maybe some 2017, I was not as emotionally unstable and I wasn't with my partner yet and he's been a very stabilizing force for me and there were times at work, where I was like ‘Okay, just don't cry at work, it's not going to be cool if you start crying at work.’ And I would just carry baggage with me like a lot of the time, but I wouldn't say it was work related, but it was distracting me at work."
Interviewer,sure.
Participant,"Some people say like just check it at the door and I'm like, can people really do that? Like can you do that? Some things you can probably put out of your mind, but I can't just turn off the way my body's reacting to how my mind is like stimulating it. It just doesn't work for me, it's never worked for me."
Interviewer,"When that was happening at the lab, did you feel like you could discuss it with people or like it was safe to share what was going on, or did you feel like that was just a personal matter that you needed to keep you know do yourself?"
Participant,"So I think I've gotten lucky, because both work environments are, to my opinion, they're fairly casual. Healthcare administration typically is pretty conservative, but the lab is like separated from the rest of the hospital kind of. And research is generally more casual than like administration strictly, like directors of operations, stuff like that. So I did feel comfortable in the lab. I would talk to my supervisor, because we also had a rapport and the age gap was maybe like four or five years, so it didn't feel that large, but you know, I would bring up a topic, and then we would be open to discussing it and, like my whole lab would be like ‘Oh yeah that's interesting,’ and they would kind of throw in their two cents. And we would always talk about our partners and, like what's pissing us off that week and things like that. And it was honestly like a therapy session, whenever anyone wanted to bring anything out. And we would still get work done, it's just kind of mindless work, so you can kind of do things at the same time. But more than a few times, things were like kind of serious. Like they got people overdosing from drugs and like opiates and stuff like that. I think suicide came up a couple times. Whichever supervisor was there would be like ‘I don't know what you're talking about this,’ but with us like in our own bubble it worked for us so. It was okay to bring up like emotional stuff as long as you just kind of held it together."
Interviewer,"So yeah so what would happen, do you think if you did cry at work or if you, yeah, kind of didn't hold it together?"
Participant,"I would probably excuse myself to go to the bathroom if I thought I needed more time than I would probably ask someone that I trusted on the shift or my supervisor to be like ‘Hey, something's happening, can I be back in like 20 minutes or like 10 minutes. Do you need to know more?’ And she was like ‘Yeah,’ and it's like ‘Okay look, I will just tell you straight up like I'm going to go cry in the bathroom and get some water and just like relax because something's happening.’ And then she would say like ‘Okay, do you feel like you're good like you're safe and when you come back, you'll be okay?’ And I’d be like ‘Yeah, yeah, yeah I think I just need that and a snack and then we're going to be good.’ So I think it was fine within reason like, I didn't have to do that, but I feel like that is a realistic scenario in how she would react."
Interviewer,"gotcha yeah um. Are there any other experiences that you've had with emotions at work or during your job? They don't have to be like because of work they could be just, yeah."
Participant,"Okay, so at the lab I worked a split shift, so I worked like three hours on the first shift and then five hours on second shift, which meant that I essentially worked under two supervisors, but my main supervisor was like the second shift supervisor because I worked under her like percentage-wise more. And the first shift supervisor, tenured is probably not the right word, because I know that's like for academic appointment, but she has she has her seniority. And to me she wasn't a great supervisor. I wouldn't say she played favorites but she maybe got comfortable with where she was at, and it would make me very mad because I'm like ‘Oh dude I'm like breaking a sweat legitimately at work and I'm hauling ass and she never left her seat, like it's pissing me off. And I was like speaking very negatively of her while she was like there like not in front of her but kind of in front of her like to the side to other coworkers and things like that. And there was a time where I worked at a summer camp for like K-8 over, it was like for inner city kids and we were doing like math and like gym and stuff like that—it was kind of like an enrichment program, reading I guess. And one of the kids like a year later ended up killing themselves, and so I went to his funeral and I emailed my first and second shift supervisor like ‘Hey, I don't think it's going to go into the second shift really, but I'm not going to be there for maybe an hour or  two, like into my split shifts because I'm going to a funeral.’ And I knew I had to bring a program, I knew I had to prove that I had actually gone to it. But one of my coworkers still called me at 11am and was like, ‘Hey it's like 11:20, are you coming to work?’ And I had to restrain myself in my car because I'm like ‘I'm literally at a funeral.’ Like I told the supervisor well in advance, at least a week and a half, that I'm going to be here and she still either forgot or how the audacity to make sure I got checked up on, and she was still there, so she was like ‘Hey, can someone call [Participant 28],’ I'm sure of it because she didn't want—to me, it felt like she was flexing her power because she could have called me herself, but instead she's like ‘Let me get someone else to call him.’ And that was, I think I just lost all rapport for her after that, it was kind of rough. And I think we didn't get along because she would do things by the book, but sometimes things by the book are like the safest way and not the highest quality way to get things done. And doing things by the book sometimes we would impact patient care negatively. So you're not required to go above and beyond, but if you wanted to you could. And so sometimes she wouldn't go above and beyond, she was just do things by the book. And sometimes being able to go above and beyond is just making a phone call and I think it's like immoral to delay patient care because you wanted to play the safe route, even though they both safe, like you just did what was required of you are then you were done. And I try not to express negative emotions in the workplace that much, which is how I was at a like a pretty bad point with her, because I was shit talking to her during the shift while she was there. But it was hard—like it's hard to see someone not working as much as you are, in my opinion, and like everyone else around you is hauling ass and there's a power differential of you looking like you're not as working hard, but then it's also layered on top of being like well you're the supervisor, so it just colors how I perceive you even more."
Interviewer,"Did she ever say anything to you, you know when she was having conflicts with you or whatnot?"
Participant,"No um the supervisors of every shift would have a huddle, I think every week, maybe, and so I don't think she would have brought it up to me directly, she would have brought it up like to the supervisor huddle and to the lab director. But to me, nothing came of it directly. Like she never came to me to speak to me directly, or anything like that."
Interviewer,"gotcha is there anything else that we haven't discussed yet about your, you know, job/workplace, anything that you would want to talk about?"
Participant,"I don't think so, nothing's really coming to mind right now."
Interviewer,"yeah um well that's mostly it for my question, I have a few demographic questions for you, that I think already came up but I'm just going to run through them anyway, just to be sure. You're located in Pittsburgh, right? Okay, did you tell me your age?"
Participant,I'm 30.
Interviewer,you’re 30 okay um. And you consider your ethnic background Filipino American or?
Participant,um. I guess culturally Filipino American but ethnically I would say I'm Chinese Filipino.
Interviewer,Okay you said you’re Chinese Filipino um. Can you tell me your gender pronouns.
Participant,He/his.
Interviewer,And you mentioned where you grew up right.
Participant,"yeah suburban Cleveland, Ohio."
Interviewer,Cleveland okay right okay gotcha. um yeah that's it for my questions I do you have them out or PayPal or anything.
Participant,"yeah I haven't well. Okay, so the chat if that works. perfect."
Interviewer,"yeah I want to make sure that i'm commenting you for your time, so thank you so much for sharing your story with me."
Participant,yeah hopefully it. is useful.
Interviewer,yeah I think it will be.
Participant,"Okay, because I was gonna say i'm in like a qualitative study and we're about to do a quote another qualitative study. Oh yeah and. The coding and how you put it together and then you write it is so like masters photo and whoever does qualitative research it's just so. yeah."
Interviewer,"yeah I had to explain to somebody the other day that qualitative software doesn't do the analysis for you, it just happens in your brain. I don't think they understood, I was like it's kind of like a glorified sticky note, highlighting system it's not really doing any it's not computing regressions or something or spitting out um let's see study participation. What kind of study are you doing?"
Participant,"So my mail API is he's trying to enlighten racial and ethnic health disparities in the VA by looking at how veterans with atrial fibrillation are prescribed like blood thinners appropriately. And so we found a racial disparity in I think in getting anticoagulation and then of people who got to anticoagulation who is getting like the most novel therapies that are have established to be better quality. Because it's either that like a daily pill, or you take warfarin but then you have to come in all the time to like at your INR just to make sure it's being therapeutic and so there's no reason to be on warfare and and not on this other. type of medication, but if. More more ethnic minorities are so then now we're trying to do interviews with veterans admin and. providers they'd be like what do you think would help close the gap. From like the patient and structural perspective. and develop like a strategic implementation for closing the gap so it's exciting but. yeah that's awesome that seems really important. yeah hopefully and that's what we're hoping for."
Interviewer,"Very cool well, it was great meeting you and talking with you a little bit though Thank you so much."
Participant,of course
Interviewer,"i'm still looking for participants, so if you know anybody else who might be interested definitely let me know. And, or you can just for them, the information if they might be interested. Okay yeah."
Participant,Is there any of like an age range that you're looking at cover.
Interviewer,"Any age range. doesn't matter. yeah. yeah. um. I can send you a light, did you get a flyer already."
Participant,"yeah. and consent doc. So i'll just see you, I guess, if someone comes up."
Interviewer,yeah perfect well thanks so much nice meeting you again.
Participant,yeah take care.
Interviewer,Take care.
